initialPrice,sector,daysBeatSP,spvalue,priceChange100Days
10.77,Health Care,132,2262.03,0.5273909006499535
6.654,Finance,59,1872.83,0.19702434625788998
24.2601,Technology,130,2173.6,0.0008202769155939096
8.38,Technology,122,1613.2,-0.5405727923627686
16.81,Consumer Services,123,1369.1,0.09875074360499704
22.87,Capital Goods,125,1587.73,-0.11674682990817672
9.5,Finance,19,2078.36,0.021052631578947295
36.1,Basic Industries,118,1959.48,0.044044321329639785
186.1,Health Care,116,1790.62,0.06555615260612584
17.28,Miscellaneous,135,1849.04,0.6701388888888887
7.12,Technology,87,2423.41,-0.1699438202247191
410.0,Health Care,19,1344.9,-0.5951219512195122
10.25,Health Care,126,2328.95,0.35707317073170736
8.52,Consumer Services,122,1878.48,1.007042253521127
9.9,Consumer Non-Durables,128,2064.46,0.22727272727272727
10.0,Finance,41,2419.7,-0.015029999999999965
9.8,Finance,22,2438.97,-0.010204081632653206
19.0,Capital Goods,118,1498.11,-0.15000000000000008
11.31,Energy,122,2175.03,0.3483642793987621
12.25,Finance,118,1661.32,0.4906122448979593
45.221000000000004,Consumer Services,130,1466.47,0.1741602352889143
14.0,Miscellaneous,128,2151.13,0.10714285714285714
390.0,Transportation,6,1690.5,0.038461538461538464
22.25,Consumer Services,118,1987.98,0.04853932584269655
10.0,Finance,47,1958.12,0.005000000000000071
19.35,Consumer Services,90,2473.45,0.0046511627906976665
24.51,Finance,133,2102.31,0.05099959200326397
9.59,Technology,121,1877.86,1.2002085505735143
10.41,Health Care,109,1978.22,-0.4390009606147935
11.1,Technology,112,2258.07,0.5324324324324327
6.35,Health Care,115,1782.59,-0.3165354330708661
12.1,Finance,114,1626.67,0.05785123966942158
20.18,Basic Industries,131,1930.11,-0.2913776015857284
9.93,Consumer Services,124,1987.98,0.23464249748237664
12.82,Health Care,135,1329.04,0.23010920436817467
27.8,Technology,129,2163.12,0.019424460431654644
13.61,Health Care,119,1909.57,0.3813372520205732
6.62,Health Care,121,1558.71,0.20392749244712985
12.63,Energy,128,2132.98,0.7062549485352335
16.26,Consumer Services,123,1965.99,-0.01599015990159911
23.66,Technology,127,2113.32,0.3313609467455621
9.8,Consumer Non-Durables,87,2080.41,-0.005102040816326603
11.77,Technology,127,1857.62,0.518266779949023
44.0,Technology,129,1747.15,0.052727272727272734
7.36,Consumer Non-Durables,108,2171.37,-0.48913043478260876
22.4,Finance,121,2020.58,-0.012499999999999893
27.0,Consumer Services,126,2100.4,-0.2518518518518519
24.05,Consumer Durables,120,2121.24,-0.19667359667359668
9.62,Technology,111,2031.21,-0.21101871101871097
13.01,Health Care,122,2389.52,1.2682551883166795
17.4,Public Utilities,142,1472.34,0.2442528735632184
15.75,Transportation,119,1928.21,-0.1828571428571429
24.08,Consumer Non-Durables,131,2090.1,-0.05066445182724248
5.85,Health Care,114,1946.16,-0.23931623931623924
13.1,Finance,121,1928.21,0.06946564885496184
21.03,Consumer Durables,122,1405.54,0.3742272943414169
12.65,Health Care,107,1763.31,0.457707509881423
9.85,Finance,47,2384.2,-0.0010152284263959175
10.0,Finance,64,2353.78,0.015000000000000036
20.66,Consumer Services,136,1998.98,0.4457889641819942
10.25,Capital Goods,125,1671.71,0.17268292682926825
35.06,Technology,119,1721.54,-0.008556759840273938
13.07,Technology,112,2390.9,2.4774292272379497
18.5,Consumer Services,52,2561.26,0.05999999999999997
21.99,Finance,122,2104.99,0.05638926784902238
19.3,Capital Goods,109,1744.5,0.771502590673575
8.21,Health Care,105,2106.85,-0.289890377588307
27.5,Energy,140,1782.22,0.49854545454545457
12.75,Transportation,114,1725.52,-0.11529411764705888
16.8,Health Care,85,2091.18,-0.3095238095238096
245.81,Consumer Services,123,1804.76,-0.0928859688377202
31.0,Energy,120,1956.98,-0.34838709677419355
20.41,Basic Industries,87,2472.16,0.08525232729054377
19.2,Finance,144,1597.59,0.5114583333333333
5.0,Health Care,57,2104.18,-0.1
27.99,Capital Goods,132,2271.31,0.19185423365487678
13.5,Health Care,106,2388.77,0.1827037037037037
38.0,Technology,124,1859.45,-0.40236842105263154
11.7501,Basic Industries,109,2163.78,-0.5421315563271802
99.0,Finance,120,2294.69,0.00787878787878789
27.0,Consumer Services,133,1956.98,0.7440740740740742
28.0,Health Care,122,1866.52,-0.26999999999999996
16.01,Capital Goods,111,1946.16,-0.4753279200499688
24.96,Basic Industries,132,2139.12,0.16947115384615385
10.75,Health Care,110,1316.33,-0.05116279069767449
31.0,Capital Goods,121,2021.25,0.5296774193548388
11.85,Health Care,135,1864.85,0.9670886075949366
10.71,Health Care,115,2108.63,-0.4033613445378152
9.7288,Public Utilities,35,2123.48,0.018625113066359722
23.1,Basic Industries,124,2164.69,0.012987012987012863
14.75,Health Care,121,2075.0,-0.4006779661016949
24.76,Public Utilities,131,1845.16,0.04684975767366721
34.49,Consumer Services,132,1946.17,-0.3200927805160917
20.55,Public Utilities,117,2160.77,-0.170316301703163
9.75,Miscellaneous,136,1357.99,0.836923076923077
7.76,Technology,122,1857.62,0.541237113402062
16.26,Technology,121,1864.85,0.25153751537515373
18.14,Consumer Services,133,1804.76,0.8616317530319737
11.16,Technology,131,1917.83,0.5456989247311828
45.05,Technology,130,1428.59,0.27902330743618203
11.45,Finance,85,1318.43,0.17816593886462892
27.0,Public Utilities,122,1418.07,0.28222222222222215
44.0,Consumer Services,106,1386.89,0.1036363636363637
25.0,Consumer Services,112,2163.12,0.008268000000000058
24.4,Consumer Services,119,1883.95,-0.003278688524590094
29.180999999999997,Consumer Services,124,2094.11,-0.2073609540454405
10.25,Finance,18,2012.1,-0.03219512195121952
16.19,Technology,116,1770.49,0.384187770228536
13.16,Technology,128,2002.33,0.09118541033434645
29.75,Basic Industries,120,1970.07,-0.0689075630252101
18.32,Consumer Services,129,1357.99,0.2554585152838428
15.99,Capital Goods,134,1978.34,0.3527204502814258
16.0,Consumer Services,97,2415.07,-0.09375
18.49,Miscellaneous,132,1392.78,0.20767982693347756
19.5,Consumer Services,125,1888.53,-0.10974358974358978
47.75,Energy,128,2126.64,-0.22492146596858642
15.0,Energy,124,2253.28,-0.25199999999999995
9.67,Finance,46,2474.92,0.00032057911065148714
10.02,Finance,53,2475.42,0.029940119760479115
24.63,Finance,138,2124.2,0.07470564352415753
14.0,Energy,119,2348.69,0.07142857142857142
21.0,Technology,124,1756.54,1.2042857142857142
16.0,Health Care,135,2075.0,-0.10312500000000002
6.6,Health Care,43,1703.2,5.4
21.67,Health Care,124,2106.63,-0.15459160129210897
9.9,Miscellaneous,41,1744.5,0.019191919191919142
9.21,Health Care,117,2023.57,0.8273615635179149
12.56,Health Care,130,1987.98,0.535031847133758
20.5,Consumer Services,109,2041.51,0.15121951219512203
18.5,Health Care,123,1722.34,1.4054054054054055
5.75,Health Care,128,1795.15,0.7878260869565217
14.2,Technology,106,1949.98,-0.31690140845070425
21.83,Energy,123,2139.18,-0.1456710948236372
20.12,Health Care,120,1697.48,0.021356858846918507
23.5,Capital Goods,132,1509.39,1.5093617021276595
6.2,Finance,99,2384.2,-0.011290322580645207
28.25,Capital Goods,121,2101.49,-0.5132743362831859
22.0,Consumer Services,119,1369.63,0.09318181818181821
13.19,Technology,121,2328.95,-0.013646702047005285
13.38,Finance,118,2095.15,0.37892376681614337
4.16,Consumer Services,77,2441.32,-0.3197115384615385
8.35,Finance,129,2005.55,0.43113772455089816
9.55,Consumer Services,28,1967.9,0.04188481675392655
25.65,Consumer Services,132,2126.5,0.025730994152046792
10.5,Technology,144,1391.03,0.5238095238095238
25.72,Miscellaneous,139,2098.04,-0.0633748055987558
10.01,Finance,95,1556.89,0.011988011988012087
21.21,Public Utilities,128,1886.76,0.2380952380952381
17.44,Health Care,75,2474.02,-0.21043577981651385
11.06,Technology,136,1870.85,0.9755877034358047
19.23,Health Care,134,1959.48,0.004160166406656177
7.5,Capital Goods,91,2476.55,0.3479999999999999
23.8,Health Care,66,2508.24,-0.054621848739495826
23.73,Consumer Services,126,1815.69,0.22924568057311426
219.8,Health Care,108,2029.55,-0.3393994540491357
16.5,Transportation,135,2133.04,-0.21939393939393934
30.47,Health Care,115,1513.17,0.004266491631112654
13.0,Health Care,115,2384.2,-0.4115384615384615
15.5,Health Care,104,2099.84,-0.2612903225806452
